customer_id,first_name,last_name,gender,birthday,city,state_code,state,zip_code,country,continent,latitude,longitude
4734,Justin,Felan,Male,1946-02-13,Parmelia,WA,Western Australia,6167,Australia,Australia,-32.2466315,115.8264989
4808,Jamie,Evenden,Male,1944-06-28,Haywards Bay,NSW,New South Wales,2530,Australia,Australia,-34.545,150.7941667
4811,Brayden,Bulcock,Male,1994-12-21,Widgiemooltha,WA,Western Australia,6443,Australia,Australia,-31.546924,121.8946654
5445,Jake,Clibborn,Male,1952-09-10,Reefton,VIC,Victoria,3799,Australia,Australia,-42.1159384,171.8634561
5962,Aiden,Dugdale,Male,1938-11-17,Swan Bay,NSW,New South Wales,2324,Australia,Australia,-38.2267772,144.6512003
6193,Lara,Cassidy,Female,1945-12-27,Regency Park,SA,South Australia,5010,Australia,Australia,-34.8625388,138.5723971
6242,Cody,Grosse,Male,1964-02-10,Koomberkine,WA,Western Australia,6461,Australia,Australia,-31.0374355,117.0209718
6308,Taj,Sexton,Male,2001-02-15,Kooreh,VIC,Victoria,3478,Australia,Australia,-36.6510355,143.3951358
6459,Mitchell,Leigh,Male,1942-05-24,Keilor Downs,VIC,Victoria,3038,Australia,Australia,-37.7205762,144.8047614
7109,Hamish,Bolton,Male,1979-11-15,Lankeys Creek,NSW,New South Wales,2644,Australia,Australia,-35.8181981,147.6624064
7313,Chelsea,Keast,Female,1990-01-26,Kanmantoo,SA,South Australia,5252,Australia,Australia,-35.0702968,139.0111223
7398,Jonathan,Thorpe,Male,1945-06-10,Cooee Bay,QLD,Queensland,4703,Australia,Australia,-23.1435036,150.7616718
7493,Declan,Torrens,Male,1978-07-20,Noorindoo,QLD,Queensland,4417,Australia,Australia,-27.081801,149.2215718
7566,William,Prenzel,Male,1993-07-01,Killara,VIC,Victoria,3691,Australia,Australia,-33.7660606,151.1601121
7664,Riley,Gaffney,Male,1947-03-18,Canowie,SA,South Australia,5419,Australia,Australia,-33.3739226,138.7469092
7700,Lucas,Keenan,Male,1975-01-27,Stanwell Tops,NSW,New South Wales,2508,Australia,Australia,-34.2206247,150.97997
7725,Anna,Prerauer,Female,1968-01-06,Currimundi,QLD,Queensland,4551,Australia,Australia,-26.7673345,153.1236581
7783,Charli,Gullett,Female,1961-08-13,Mount Wallace,VIC,Victoria,3342,Australia,Australia,-37.734301,144.2176022
8098,Alana,Belt,Female,1967-01-26,South Greenough,WA,Western Australia,6528,Australia,Australia,-29.01004,114.8225818
8789,Layla,Mackellar,Female,1999-07-13,Kalkarindji,NT,Northern Territory,852,Australia,Australia,-17.4470362,130.8334612
8945,Summer,MacMahon,Female,1939-06-28,Warumbul,NSW,New South Wales,2229,Australia,Australia,-34.0808666,151.0994052
9167,Luke,Bushby,Male,1975-12-02,Paracombe,SA,South Australia,5132,Australia,Australia,-34.8480469,138.7702996
9184,Sam,Zimpel,Male,1964-11-24,Corunnun,VIC,Victoria,3249,Australia,Australia,-38.281931,143.4875514
9360,Mitchell,Adam,Male,1955-01-30,Moparrabah,NSW,New South Wales,2440,Australia,Australia,-30.9749598,152.5331926
9389,Eliza,Brophy,Female,1956-04-08,Yearinan,NSW,New South Wales,2357,Australia,Australia,-31.1814519,149.1783719
9456,Ryder,Abdullah,Male,1941-05-21,Claredale,QLD,Queensland,4807,Australia,Australia,-32.1036469,149.0876376
9812,Kaitlyn,Morshead,Female,1953-01-23,Minjary,NSW,New South Wales,2720,Australia,Australia,-35.1983333,148.1344444
9915,Ebony,Buxton,Female,1991-11-10,Seppings,WA,Western Australia,6330,Australia,Australia,-35.01462,117.9165
10039,Brianna,Hann,Female,1947-10-22,Nikenbah,QLD,Queensland,4655,Australia,Australia,-25.321353,152.8162724
10189,Alexis,Birchell,Female,1962-04-07,Forest Reefs,NSW,New South Wales,2798,Australia,Australia,-33.4542735,149.086696
10276,Angus,Bardolph,Male,1972-11-01,Bateau Bay,NSW,New South Wales,2261,Australia,Australia,-33.3816667,151.4844444
10299,Anthony,Macvitie,Male,1937-05-27,Beelbangera,NSW,New South Wales,2680,Australia,Australia,-34.2569424,146.1023304
10393,Nicholas,Moncrieff,Male,1981-11-29,Rosenthal Heights,QLD,Queensland,4370,Australia,Australia,-28.2543715,151.979929
10395,Cameron,Dillon,Male,1996-02-25,Stratherne,WA,Western Australia,6309,Australia,Australia,-32.6466,117.3431747
10481,Piper,Maudsley,Female,1977-04-17,Cells River,NSW,New South Wales,2324,Australia,Australia,-31.5381316,152.063247
10504,Daniel,Rusconi,Male,1980-10-22,South Datatine,WA,Western Australia,6317,Australia,Australia,-33.50346,117.8673306
11035,Makayla,Meldrum,Female,1939-12-08,Kings Forest,NSW,New South Wales,2487,Australia,Australia,-28.2972232,153.5483234
11090,Scarlett,Scollen,Female,1953-01-20,Silverwater,NSW,New South Wales,2128,Australia,Australia,-33.1029115,151.5600857
11736,Summer,Brownrigg,Female,1991-01-22,Yarrabilba,QLD,Queensland,4207,Australia,Australia,-27.815618,153.1174694
12207,Aiden,Jull,Male,1955-11-30,Ogmore,QLD,Queensland,4706,Australia,Australia,-22.622975,149.7148866
12365,Natalie,Lyon,Female,1958-04-06,Steeple Flat,NSW,New South Wales,2631,Australia,Australia,-36.5485,149.3846
12385,Lily,Gribble,Female,1981-06-10,Overland Corner,SA,South Australia,5330,Australia,Australia,-34.1486682,140.3446133
12649,Rose,Raven,Female,1965-12-11,Noble Park North,VIC,Victoria,3174,Australia,Australia,-37.9512702,145.1908377
12729,Xavier,Sturdee,Male,1937-10-14,Stannum,NSW,New South Wales,2371,Australia,Australia,-29.3152,151.8012
12859,Koby,Rayment,Male,1942-04-29,Nabawa,WA,Western Australia,6532,Australia,Australia,-28.5006425,114.7756694
12868,Nathan,Greville,Male,1961-03-12,Mallala,SA,South Australia,5502,Australia,Australia,-34.4376942,138.5103239
13045,Abbey,Storkey,Female,1957-10-19,Blue Mountain Heights,QLD,Queensland,4350,Australia,Australia,-27.499147,151.954445
13071,Claudia,Fuller,Female,1973-06-28,Cuballing,WA,Western Australia,6311,Australia,Australia,-32.7402725,117.1463621
13365,Mitchell,Cutlack,Male,1961-01-02,Moonem,NSW,New South Wales,2471,Australia,Australia,-29.1273423,153.2475881
13607,Gemma,Maum,Female,1954-09-21,Mambray Creek,SA,South Australia,5495,Australia,Australia,-32.7940709,137.9745846
14180,Ava,Lockyer,Female,1998-05-14,Kalgoorlie,WA,Western Australia,6430,Australia,Australia,-30.7464139,121.473223
14988,Emily,Thirkell,Female,1958-07-24,Wyndham Vale,VIC,Victoria,3024,Australia,Australia,-37.8722432,144.6084185
15109,Sara,Marsden,Female,1999-08-18,Whale Beach,NSW,New South Wales,2107,Australia,Australia,-33.6096795,151.3309449
15385,Harry,Morgans,Male,1995-05-11,Doongin,WA,Western Australia,6409,Australia,Australia,-31.2686549,119.2467705
15391,Elizabeth,Horsley,Female,1989-01-25,Marraweeney,VIC,Victoria,3669,Australia,Australia,-36.7678965,145.7332442
15569,Chelsea,Weekes,Female,1983-09-08,Colac,VIC,Victoria,3250,Australia,Australia,-38.3399766,143.5858537
15718,Natalie,Tennant,Female,1957-02-20,Dakenba,QLD,Queensland,4715,Australia,Australia,-24.3389905,150.4977888
16282,Evie,Kirkhope,Female,2000-05-11,Reids Flat,NSW,New South Wales,2586,Australia,Australia,-34.1308958,149.0086272
16716,Abby,Frater,Female,1987-12-16,Kayuga,NSW,New South Wales,2333,Australia,Australia,-32.1983333,150.8677778
17811,Alicia,Hoy,Female,1985-10-15,Wattle Glen,VIC,Victoria,3096,Australia,Australia,-37.6659556,145.1813531
18067,Rory,Koerstz,Male,1941-10-26,Mount Mckenzie,SA,South Australia,5353,Australia,Australia,-34.5663161,139.0870339
18263,Callum,Semmens,Male,1978-06-01,Rural View,QLD,Queensland,4740,Australia,Australia,-21.0619795,149.1583431
18309,Michael,Vogt,Male,1992-01-07,Fyans Creek,VIC,Victoria,3381,Australia,Australia,-37.092269,142.5738155
18470,Zac,Pryor,Male,1969-03-12,Gosford,NSW,New South Wales,2250,Australia,Australia,-33.4250175,151.3417318
18493,George,Kevin,Male,1994-09-27,Tascott,NSW,New South Wales,2250,Australia,Australia,-33.4538889,151.3136111
18714,Ashton,Aitken,Male,1972-08-13,Pinwernying,WA,Western Australia,6317,Australia,Australia,-33.6636325,117.5385083
18887,Zara,Castleton,Female,1978-11-25,Boorolite,VIC,Victoria,3723,Australia,Australia,-37.159571,146.2049054
19082,Matthew,Denman,Male,1939-04-06,Ransome,QLD,Queensland,4154,Australia,Australia,-27.4856896,153.1813671
19207,Luke,Casimaty,Male,1991-01-19,Kurraca,VIC,Victoria,3518,Australia,Australia,-36.5196875,143.6142053
19404,Cody,O'Hea,Male,1997-06-10,Wynnum,QLD,Queensland,4178,Australia,Australia,-27.4377187,153.1659743
19534,Leah,Martin,Female,1964-12-13,Tooborac,VIC,Victoria,3522,Australia,Australia,-37.0430837,144.7989814
19579,Ava,Reye,Female,1949-10-16,Barcaldine,QLD,Queensland,4725,Australia,Australia,-23.5551551,145.2873236
19726,Victoria,Daly,Female,1973-01-28,Watanobbi,NSW,New South Wales,2259,Australia,Australia,-33.2691667,151.4261111
19732,Olivia,Moresby,Female,1981-08-31,Wappilka,SA,South Australia,5332,Australia,Australia,-34.3973728,140.302095
19916,Hunter,Samuel,Male,1991-05-13,Little Plain,NSW,New South Wales,2360,Australia,Australia,-29.715,150.9344444
20069,Jesse,Parry-Okeden,Male,1980-11-24,Gwindinup,WA,Western Australia,6237,Australia,Australia,-33.5228755,115.7354285
20092,Victoria,Fitzsimmons,Female,1947-05-03,Cambridge Gardens,NSW,New South Wales,2747,Australia,Australia,-33.7377967,150.7205556
20802,Ben,Whitworth,Male,1945-07-07,Polda,SA,South Australia,5670,Australia,Australia,-6.2210772,106.8102904
21387,Christian,Hughes,Male,1970-01-26,Cremorne,NSW,New South Wales,2090,Australia,Australia,-33.8260081,151.2254326
21424,Justin,Tickell,Male,1940-07-29,Heytesbury Lower,VIC,Victoria,3268,Australia,Australia,-38.5643725,142.8917073
21460,Kayla,De Beuzeville,Female,1957-11-01,Glenlynn,WA,Western Australia,6256,Australia,Australia,-34.0064795,116.1539838
21523,Jayden,Rennie,Male,1969-12-06,Swanhaven,NSW,New South Wales,2540,Australia,Australia,-35.1798245,150.5732367
21575,Zac,Chumleigh,Male,1991-12-29,Craigie,WA,Western Australia,6025,Australia,Australia,-31.7815603,115.7710675
21654,Amber,Monger,Female,1950-02-03,Parliament House,SA,South Australia,5000,Australia,Australia,-35.3075604,149.1246038
21870,Summer,Gramp,Female,1991-11-23,Beltana,SA,South Australia,5730,Australia,Australia,-30.8313105,138.4112413
22384,Jaxon,Cox,Male,1951-01-24,Pearce,ACT,Australian Capital Territory,2607,Australia,Australia,-35.36217,149.0835894
22540,Connor,Ruwolt,Male,1989-06-12,Bandya,WA,Western Australia,6440,Australia,Australia,-27.9263242,122.2228782
22826,Edward,Putilin,Male,1976-09-25,Ashfield,QLD,Queensland,4670,Australia,Australia,-33.8894781,151.1274125
23128,Zane,Sinclaire,Male,2000-01-02,Summerlands,VIC,Victoria,3922,Australia,Australia,-38.507399,145.1452071
23203,Gemma,Philipp,Female,1998-08-11,Madora Bay,WA,Western Australia,6210,Australia,Australia,-32.4685295,115.748503
23267,Gabrielle,Zinnbauer,Female,1954-04-18,Flinders View,QLD,Queensland,4305,Australia,Australia,-27.6516505,152.7810788
23320,Samantha,Weigel,Female,1960-04-15,Wittenoom,WA,Western Australia,6751,Australia,Australia,-22.2307455,118.3344737
23431,Grace,Scarf,Female,1970-10-27,Sheep Hills,VIC,Victoria,3392,Australia,Australia,-36.346104,142.5515836
23599,Maddison,Blanc,Female,1989-10-12,Forresters Beach,NSW,New South Wales,2260,Australia,Australia,-33.4066667,151.4761111
23854,Ali,Wroblewski,Male,1943-01-02,Murrawombie,NSW,New South Wales,2825,Australia,Australia,-31.1741667,147.2322222
24069,Edward,Carron,Male,1985-05-20,Ulmarra,NSW,New South Wales,2462,Australia,Australia,-29.6305492,153.029004
24230,Zoe,Dadswell,Female,1979-10-26,Davoren Park South,SA,South Australia,5113,Australia,Australia,-34.6910694,138.6683869
24575,Stella,O'Mahony,Female,2000-06-07,Placid Hills,QLD,Queensland,4343,Australia,Australia,-27.5616245,152.2299817
24920,Natalie,Robey,Female,1938-04-17,Corny Point,SA,South Australia,5575,Australia,Australia,-34.9263278,137.0847615
25308,Angelina,Kates,Female,1987-03-12,West Wiangaree,NSW,New South Wales,2474,Australia,Australia,-28.5457,152.9537
25771,Mikayla,Shenton,Female,1959-07-26,Boolcarroll,NSW,New South Wales,2388,Australia,Australia,-30.0483333,149.4344444
25935,Charlie,D'Arcy,Male,1975-01-13,Burnt Yards,NSW,New South Wales,2792,Australia,Australia,-33.565,149.0177778
26477,Caleb,Willshire,Male,1959-11-05,Morisset,NSW,New South Wales,2264,Australia,Australia,-33.1090883,151.4879121
26642,Noah,Moloney,Male,1978-09-30,Elizabeth Beach,NSW,New South Wales,2428,Australia,Australia,-32.3326392,152.5313487
26728,Gemma,Allan,Female,1979-01-18,Marrickville South,NSW,New South Wales,2204,Australia,Australia,-33.9104,151.1560775
26906,Xavier,McPhee,Male,1974-06-16,Clemton Park,NSW,New South Wales,2206,Australia,Australia,-33.9258322,151.1029075
26914,Amelia,England,Female,1940-10-10,Mount Cottrell,VIC,Victoria,3024,Australia,Australia,-37.7858441,144.6243883
26970,Rose,Frater,Female,1990-11-12,Bendigo South,VIC,Victoria,3550,Australia,Australia,-36.7771068,144.2972622
27125,Ashley,Hornung,Female,1976-03-16,Arno Bay,SA,South Australia,5603,Australia,Australia,-33.9150948,136.5747112
27210,Liam,Osborn,Male,1973-07-02,Mootai,NSW,New South Wales,2325,Australia,Australia,-32.9483333,151.2677778
27356,Hamish,D'Hage,Male,1969-10-02,Turramurra,NSW,New South Wales,2074,Australia,Australia,-33.7328828,151.128541
27492,Bianca,Coombe,Female,1987-11-04,Yambuk,VIC,Victoria,3285,Australia,Australia,-38.3226485,142.0794481
27896,Zachary,McLeish,Male,1973-10-17,Jacup,WA,Western Australia,6337,Australia,Australia,-33.8035675,119.162981
27945,Charlie,Stralia,Male,1974-05-20,Sofala,NSW,New South Wales,2795,Australia,Australia,-19.0771666,34.7164804
28690,Leo,Walcott,Male,1987-09-12,Millchester,QLD,Queensland,4820,Australia,Australia,-20.092656,146.2794872
28702,Charli,Lhotsky,Female,1966-06-30,Drewvale,QLD,Queensland,4116,Australia,Australia,-27.648265,153.0551045
29041,Logan,Barling,Male,1937-11-14,Lindenow,VIC,Victoria,3865,Australia,Australia,-37.79662,147.4675424
29303,Max,Cohn,Male,1983-05-01,Kirton Point,SA,South Australia,5606,Australia,Australia,-34.7274684,135.8765284
29320,Levi,Barraclough,Male,1938-10-14,Blackbutt,NSW,New South Wales,2529,Australia,Australia,-26.8830175,152.1011195
29475,Madison,Pocock,Female,1965-07-03,Tuross,NSW,New South Wales,2630,Australia,Australia,-36.2925693,149.5022756
29555,Owen,Edouard,Male,1992-07-03,Glen Martin,NSW,New South Wales,2321,Australia,Australia,-32.5316695,151.8177711
29593,Liam,Nettleton,Male,1995-08-18,Bakara,SA,South Australia,5354,Australia,Australia,-34.6551252,139.7825386
29689,Alexis,Phillipps,Female,1966-08-28,Burwood Heights,NSW,New South Wales,2136,Australia,Australia,-33.8894444,151.1038889
29812,Marcus,Napier,Male,1966-11-19,St Kilda Road Central,VIC,Victoria,3004,Australia,Australia,-37.8508465,144.9803185
29837,Rebecca,Jaques,Female,1938-08-14,Mount George,NSW,New South Wales,2424,Australia,Australia,-34.9921404,138.7644803
29973,Lauren,Langton,Female,1937-09-24,Duckinwilla,QLD,Queensland,4650,Australia,Australia,-25.4038725,152.5221928
30278,Madeleine,Kiddle,Female,1945-09-12,Jacana,VIC,Victoria,3047,Australia,Australia,-37.6951482,144.9158281
31086,Kate,Snowden,Female,1985-01-30,Wittenoom,WA,Western Australia,6751,Australia,Australia,-22.2307455,118.3344737
31288,Adam,Banning,Male,1988-08-28,Clay Wells,SA,South Australia,5280,Australia,Australia,-37.3159445,140.1546593
31721,Alyssa,Isaacs,Female,1961-01-19,Gulfview Heights,SA,South Australia,5096,Australia,Australia,-34.7955526,138.6693829
31784,Zac,Scherk,Male,1968-01-02,Wamban,NSW,New South Wales,2537,Australia,Australia,-35.9757,149.9937
32037,Aaron,Knopwood,Male,1989-02-14,Lake Mokoan,VIC,Victoria,3673,Australia,Australia,-36.4243903,146.0762626
32259,Ashley,Dane?,Female,1975-11-21,Sevenhill,SA,South Australia,5453,Australia,Australia,-33.8906823,138.6288501
32538,Eva,Hazon,Female,1986-07-20,Boomoodeerie,NSW,New South Wales,2469,Australia,Australia,-28.8983333,153.0177778
32939,Alica,Sizer,Female,1951-06-09,Wongulla,SA,South Australia,5238,Australia,Australia,-34.706834,139.5641328
33205,Andrew,Hollway,Male,1943-01-10,Crystal Brook,QLD,Queensland,4800,Australia,Australia,-33.3518409,138.2067781
34081,Imogen,Permewan,Female,1939-05-08,Fyans Creek,VIC,Victoria,3381,Australia,Australia,-37.092269,142.5738155
34126,Victoria,Tasman,Female,1967-09-07,Meningie East,SA,South Australia,5264,Australia,Australia,-35.6177619,139.5634626
34143,John,Gowlland,Male,1991-04-07,Warranwood,VIC,Victoria,3134,Australia,Australia,-37.7730016,145.2505908
34451,Harry,Edwin,Male,1972-11-01,Gladstone,NSW,New South Wales,2440,Australia,Australia,-23.8431724,151.256132
34462,Tyson,Tishler,Male,1938-07-09,Talaroo,QLD,Queensland,4871,Australia,Australia,-18.072604,143.8912401
34850,Caitlin,O'Loghlin,Female,1960-11-30,Blue Vale,NSW,New South Wales,2380,Australia,Australia,-30.8233333,150.1927778
34915,Kate,Byles,Female,1969-01-28,Mount Crystal,NSW,New South Wales,2665,Australia,Australia,-34.515,146.6844444
35479,Jeremy,Petre,Male,1978-06-08,Cossack,WA,Western Australia,6720,Australia,Australia,-20.6830185,117.2251868
35703,Rory,Cotton,Male,1961-12-14,Lugarno,NSW,New South Wales,2210,Australia,Australia,-33.9823958,151.0450193
35733,Charlotte,Shaw,Female,1955-05-14,Waroona,WA,Western Australia,6215,Australia,Australia,-32.8492605,115.9082511
35795,Riley,Clegg,Male,1995-08-07,Moyarra,VIC,Victoria,3951,Australia,Australia,-38.4844465,145.724153
36112,Emma,Gepp,Female,1937-02-12,Annuello,VIC,Victoria,3549,Australia,Australia,-34.855289,142.800873
36336,Anna,Burston,Female,1990-09-21,Djarawong,QLD,Queensland,4854,Australia,Australia,-17.861739,145.9782006
36418,Jorja,Whitlam,Female,1946-02-18,Mount David,NSW,New South Wales,2795,Australia,Australia,-33.815,149.6011111
36816,Luke,Lazenby,Male,1971-05-18,Longwarry North,VIC,Victoria,3816,Australia,Australia,-38.078025,145.7731177
37070,Alyssa,Hooker,Female,1981-07-18,Wanganui,NSW,New South Wales,2482,Australia,Australia,-39.9324904,175.0519306
37251,Leo,Scerri,Male,1951-06-17,Gherang,VIC,Victoria,3240,Australia,Australia,-38.30736,144.1072089
37408,Jaxon,Rebell,Male,1975-10-11,Torrens,ACT,Australian Capital Territory,2607,Australia,Australia,-35.37195,149.0878797
37585,Lauren,Fink,Female,1944-04-17,Yelta,SA,South Australia,5558,Australia,Australia,-34.1236773,141.9893911
37802,Luke,Byron,Male,1990-07-09,South Dudley,VIC,Victoria,3995,Australia,Australia,-38.5922037,145.5751597
37991,Cooper,Gillison,Male,1937-01-06,Carwell,NSW,New South Wales,2849,Australia,Australia,-32.8316667,149.9011111
38006,Lachlan,Postle,Male,1955-10-29,Dyraaba,NSW,New South Wales,2470,Australia,Australia,-28.7677778,152.855
38036,Kiara,Schaw,Female,1960-07-26,Upper Yarraman,QLD,Queensland,4614,Australia,Australia,-26.8994155,151.8883388
38183,Hunter,Montagu,Male,1944-07-30,New Italy,NSW,New South Wales,2472,Australia,Australia,-29.1318,153.2679
38195,Sara,Roe,Female,1972-11-22,Paynedale,WA,Western Australia,6239,Australia,Australia,-33.6039465,115.7654952
38212,Stella,Cain,Female,1985-01-28,Wooroonook,VIC,Victoria,3525,Australia,Australia,-36.266172,143.2136167
38558,Audrey,Bold,Female,1946-05-19,Bostobrick,NSW,New South Wales,2453,Australia,Australia,-30.276033,152.628981
38865,Christopher,Edmund,Male,1948-08-17,Windorah,QLD,Queensland,4481,Australia,Australia,-25.421037,142.6551049
38950,Hannah,Edmond,Female,1954-12-08,Arthur River,TAS,Tasmania,7330,Australia,Australia,-44.7332211,167.812172
39183,Julian,Gutteridge,Male,1973-04-25,Kurmond,NSW,New South Wales,2757,Australia,Australia,-33.5483333,150.701111
39268,Madeleine,Marx,Female,1975-07-24,Kallangur,QLD,Queensland,4503,Australia,Australia,-27.2508529,152.9927887
39314,Leo,Ligar,Male,1985-04-20,Light Pass,SA,South Australia,5355,Australia,Australia,-34.471036,139.0298806
39498,Amy,Curtain,Female,1996-08-13,Swanbrook,NSW,New South Wales,2360,Australia,Australia,-29.7107,151.2365
39582,Mason,Therry,Male,1974-03-15,Risdon,TAS,Tasmania,7017,Australia,Australia,-42.8238016,147.3196055
39592,Alicia,Muntz,Female,1965-04-20,South Springfield,TAS,Tasmania,7260,Australia,Australia,-41.24782,147.50048
39894,Samantha,Begg,Female,1941-02-26,Junee,NSW,New South Wales,2663,Australia,Australia,-34.8150257,147.672675
39927,Bailey,Barnet,Male,1984-05-15,Sorell,TAS,Tasmania,7172,Australia,Australia,-42.7885865,147.6670832
39996,Harry,Dawes,Male,2001-05-09,Bendoura,NSW,New South Wales,2622,Australia,Australia,-35.5316667,149.6677778
40221,Jonathan,Hammond,Male,2001-11-01,Para Hills West,SA,South Australia,5096,Australia,Australia,-34.8034564,138.6443173
40327,Madeleine,Laing,Female,1940-08-23,Pialligo,ACT,Australian Capital Territory,2609,Australia,Australia,-35.3114785,149.1831218
40363,Alyssa,Henslowe,Female,1984-07-08,Double Bay,NSW,New South Wales,2028,Australia,Australia,-33.8766373,151.24245
40443,Amber,Normanby,Female,1938-04-13,Carss Park,NSW,New South Wales,2221,Australia,Australia,-33.9869843,151.1169446
40649,Kai,De Vis,Male,1972-11-29,Kangiara,NSW,New South Wales,2582,Australia,Australia,-34.5985,148.7512
40669,Cody,Wheare,Male,1968-09-22,Martins Creek,NSW,New South Wales,2420,Australia,Australia,-32.5587154,151.6185048
40741,Leo,Bussau,Male,1937-06-13,Harlaxton,QLD,Queensland,4350,Australia,Australia,-27.5306078,151.9558602
41281,Lincoln,D'Albertis,Male,1945-10-27,Fitzgeralds Mount,NSW,New South Wales,2799,Australia,Australia,-33.4733333,149.3761111
41674,Jonathan,Hodges,Male,1938-03-04,North Lake Grace,WA,Western Australia,6353,Australia,Australia,-33.015529,118.4630197
41707,Joseph,Wheeler,Male,1957-04-19,Yallah,NSW,New South Wales,2530,Australia,Australia,-34.5418228,150.784154
42134,Benjamin,Ethel,Male,1942-09-22,East Yuna,WA,Western Australia,6532,Australia,Australia,-28.3926745,115.2296397
42177,Brock,James,Male,1960-07-19,Elleker,WA,Western Australia,6330,Australia,Australia,-35.0109543,117.7291402
42364,Layla,Silas,Female,1952-09-27,Marlo Merrican,NSW,New South Wales,2446,Australia,Australia,-31.1902,152.6846
42474,Alexander,Leane,Male,2000-05-23,Nubba,NSW,New South Wales,2587,Australia,Australia,-34.5329,148.2352
42603,Amy,Sawyer,Female,2000-10-09,Cushnie,QLD,Queensland,4608,Australia,Australia,-26.351462,151.7457686
42840,Savannah,Lansell,Female,1936-05-23,Xantippe,WA,Western Australia,6609,Australia,Australia,-30.2357645,117.0139529
43784,Jeremy,Iliffe,Male,1951-03-19,Snowtown,SA,South Australia,5520,Australia,Australia,-33.7829422,138.2147186
43798,Rachel,Welch,Female,1966-01-11,Amamoor,QLD,Queensland,4570,Australia,Australia,-26.3453044,152.6746864
44195,Brayden,Topp,Male,1984-01-09,Lower Mangrove,NSW,New South Wales,2250,Australia,Australia,-33.415,151.1594444
44207,Stella,Sternberg,Female,1984-03-16,Keswick Terminal,SA,South Australia,5035,Australia,Australia,-34.9362351,138.5796735
44301,Annabelle,Feetham,Female,1947-10-04,Dunnrock,QLD,Queensland,4740,Australia,Australia,-21.267981,149.1842979
44493,Jorja,Colechin,Female,1963-04-28,Jackeys Marsh,TAS,Tasmania,7304,Australia,Australia,-41.68414,146.67624
44728,Abbey,Remington,Female,1953-03-14,Diggora,VIC,Victoria,3561,Australia,Australia,-36.3614605,144.5308853
44906,Tyson,Backhouse,Male,1994-10-06,Mount Gambier,SA,South Australia,5291,Australia,Australia,-37.8301386,140.7842627
45169,Victoria,Ness,Female,1990-04-04,Glenroy,QLD,Queensland,4702,Australia,Australia,-37.7044232,144.9173351
