CustomerKey,Gender,Name,City,State Code,State,Zip Code,Country,Continent,Birthday,Latitude,Longitude
7783,Female,Charli Gullett,Mount Wallace,VIC,Victoria,3342,Australia,Australia,8/13/1961,-37.734301,144.2176022
8098,Female,Alana Belt,South Greenough,WA,Western Australia,6528,Australia,Australia,1/26/1967,-29.01004,114.8225818
8789,Female,Layla Mackellar,Kalkarindji,NT,Northern Territory,852,Australia,Australia,7/13/1999,-17.4470362,130.8334612
8945,Female,Summer MacMahon,Warumbul,NSW,New South Wales,2229,Australia,Australia,6/28/1939,-34.0808666,151.0994052
9167,Male,Luke Bushby,Paracombe,SA,South Australia,5132,Australia,Australia,12/2/1975,-34.8480469,138.7702996
9184,Male,Sam Zimpel,Corunnun,VIC,Victoria,3249,Australia,Australia,11/24/1964,-38.281931,143.4875514
9360,Male,Mitchell Adam,Moparrabah,NSW,New South Wales,2440,Australia,Australia,1/30/1955,-30.9749598,152.5331926
9389,Female,Eliza Brophy,Yearinan,NSW,New South Wales,2357,Australia,Australia,4/8/1956,-31.1814519,149.1783719
9456,Male,Ryder Abdullah,Claredale,QLD,Queensland,4807,Australia,Australia,5/21/1941,-32.1036469,149.0876376
9812,Female,Kaitlyn Morshead,Minjary,NSW,New South Wales,2720,Australia,Australia,1/23/1953,-35.1983333,148.1344444
9915,Female,Ebony Buxton,Seppings,WA,Western Australia,6330,Australia,Australia,11/10/1991,-35.01462,117.9165
10039,Female,Brianna Hann,Nikenbah,QLD,Queensland,4655,Australia,Australia,10/22/1947,-25.321353,152.8162724
10189,Female,Alexis Birchell,Forest Reefs,NSW,New South Wales,2798,Australia,Australia,4/7/1962,-33.4542735,149.086696
10276,Male,Angus Bardolph,Bateau Bay,NSW,New South Wales,2261,Australia,Australia,11/1/1972,-33.3816667,151.4844444
10299,Male,Anthony Macvitie,Beelbangera,NSW,New South Wales,2680,Australia,Australia,5/27/1937,-34.2569424,146.1023304
10393,Male,Nicholas Moncrieff,Rosenthal Heights,QLD,Queensland,4370,Australia,Australia,11/29/1981,-28.2543715,151.979929
10395,Male,Cameron Dillon,Stratherne,WA,Western Australia,6309,Australia,Australia,2/25/1996,-32.6466,117.3431747
10481,Female,Piper Maudsley,Cells River,NSW,New South Wales,2324,Australia,Australia,4/17/1977,-31.5381316,152.063247
10504,Male,Daniel Rusconi,South Datatine,WA,Western Australia,6317,Australia,Australia,10/22/1980,-33.50346,117.8673306
11035,Female,Makayla Meldrum,Kings Forest,NSW,New South Wales,2487,Australia,Australia,12/8/1939,-28.2972232,153.5483234
11090,Female,Scarlett Scollen,Silverwater,NSW,New South Wales,2128,Australia,Australia,1/20/1953,-33.1029115,151.5600857
11736,Female,Summer Brownrigg,Yarrabilba,QLD,Queensland,4207,Australia,Australia,1/22/1991,-27.815618,153.1174694
12207,Male,Aiden Jull,Ogmore,QLD,Queensland,4706,Australia,Australia,11/30/1955,-22.622975,149.7148866
12365,Female,Natalie Lyon,Steeple Flat,NSW,New South Wales,2631,Australia,Australia,4/6/1958,-36.5485,149.3846
12385,Female,Lily Gribble,Overland Corner,SA,South Australia,5330,Australia,Australia,6/10/1981,-34.1486682,140.3446133
12649,Female,Rose Raven,Noble Park North,VIC,Victoria,3174,Australia,Australia,12/11/1965,-37.9512702,145.1908377
12729,Male,Xavier Sturdee,Stannum,NSW,New South Wales,2371,Australia,Australia,10/14/1937,-29.3152,151.8012
12859,Male,Koby Rayment,Nabawa,WA,Western Australia,6532,Australia,Australia,4/29/1942,-28.5006425,114.7756694
12868,Male,Nathan Greville,Mallala,SA,South Australia,5502,Australia,Australia,3/12/1961,-34.4376942,138.5103239
13045,Female,Abbey Storkey,Blue Mountain Heights,QLD,Queensland,4350,Australia,Australia,10/19/1957,-27.499147,151.954445
13071,Female,Claudia Fuller,Cuballing,WA,Western Australia,6311,Australia,Australia,6/28/1973,-32.7402725,117.1463621
13365,Male,Mitchell Cutlack,Moonem,NSW,New South Wales,2471,Australia,Australia,1/2/1961,-29.1273423,153.2475881
13607,Female,Gemma Maum,Mambray Creek,SA,South Australia,5495,Australia,Australia,9/21/1954,-32.7940709,137.9745846
14180,Female,Ava Lockyer,Kalgoorlie,WA,Western Australia,6430,Australia,Australia,5/14/1998,-30.7464139,121.473223
14988,Female,Emily Thirkell,Wyndham Vale,VIC,Victoria,3024,Australia,Australia,7/24/1958,-37.8722432,144.6084185
15109,Female,Sara Marsden,Whale Beach,NSW,New South Wales,2107,Australia,Australia,8/18/1999,-33.6096795,151.3309449
15385,Male,Harry Morgans,Doongin,WA,Western Australia,6409,Australia,Australia,5/11/1995,-31.2686549,119.2467705
15391,Female,Elizabeth Horsley,Marraweeney,VIC,Victoria,3669,Australia,Australia,1/25/1989,-36.7678965,145.7332442
15569,Female,Chelsea Weekes,Colac,VIC,Victoria,3250,Australia,Australia,9/8/1983,-38.3399766,143.5858537
15718,Female,Natalie Tennant,Dakenba,QLD,Queensland,4715,Australia,Australia,2/20/1957,-24.3389905,150.4977888
16282,Female,Evie Kirkhope,Reids Flat,NSW,New South Wales,2586,Australia,Australia,5/11/2000,-34.1308958,149.0086272
16716,Female,Abby Frater,Kayuga,NSW,New South Wales,2333,Australia,Australia,12/16/1987,-32.1983333,150.8677778
17811,Female,Alicia Hoy,Wattle Glen,VIC,Victoria,3096,Australia,Australia,10/15/1985,-37.6659556,145.1813531
18067,Male,Rory Koerstz,Mount Mckenzie,SA,South Australia,5353,Australia,Australia,10/26/1941,-34.5663161,139.0870339
18263,Male,Callum Semmens,Rural View,QLD,Queensland,4740,Australia,Australia,6/1/1978,-21.0619795,149.1583431
18309,Male,Michael Vogt,Fyans Creek,VIC,Victoria,3381,Australia,Australia,1/7/1992,-37.092269,142.5738155
18470,Male,Zac Pryor,Gosford,NSW,New South Wales,2250,Australia,Australia,3/12/1969,-33.4250175,151.3417318
18493,Male,George Kevin,Tascott,NSW,New South Wales,2250,Australia,Australia,9/27/1994,-33.4538889,151.3136111
18714,Male,Ashton Aitken,Pinwernying,WA,Western Australia,6317,Australia,Australia,8/13/1972,-33.6636325,117.5385083
18887,Female,Zara Castleton,Boorolite,VIC,Victoria,3723,Australia,Australia,11/25/1978,-37.159571,146.2049054
19082,Male,Matthew Denman,Ransome,QLD,Queensland,4154,Australia,Australia,4/6/1939,-27.4856896,153.1813671
19207,Male,Luke Casimaty,Kurraca,VIC,Victoria,3518,Australia,Australia,1/19/1991,-36.5196875,143.6142053
19404,Male,Cody O'Hea,Wynnum,QLD,Queensland,4178,Australia,Australia,6/10/1997,-27.4377187,153.1659743
19534,Female,Leah Martin,Tooborac,VIC,Victoria,3522,Australia,Australia,12/13/1964,-37.0430837,144.7989814
19579,Female,Ava Reye,Barcaldine,QLD,Queensland,4725,Australia,Australia,10/16/1949,-23.5551551,145.2873236
19726,Female,Victoria Daly,Watanobbi,NSW,New South Wales,2259,Australia,Australia,1/28/1973,-33.2691667,151.4261111
19732,Female,Olivia Moresby,Wappilka,SA,South Australia,5332,Australia,Australia,8/31/1981,-34.3973728,140.302095
19916,Male,Hunter Samuel,Little Plain,NSW,New South Wales,2360,Australia,Australia,5/13/1991,-29.715,150.9344444
20069,Male,Jesse Parry-Okeden,Gwindinup,WA,Western Australia,6237,Australia,Australia,11/24/1980,-33.5228755,115.7354285
20092,Female,Victoria Fitzsimmons,Cambridge Gardens,NSW,New South Wales,2747,Australia,Australia,5/3/1947,-33.7377967,150.7205556
20802,Male,Ben Whitworth,Polda,SA,South Australia,5670,Australia,Australia,7/7/1945,-6.2210772,106.8102904
21387,Male,Christian Hughes,Cremorne,NSW,New South Wales,2090,Australia,Australia,1/26/1970,-33.8260081,151.2254326
21424,Male,Justin Tickell,Heytesbury Lower,VIC,Victoria,3268,Australia,Australia,7/29/1940,-38.5643725,142.8917073
21460,Female,Kayla De Beuzeville,Glenlynn,WA,Western Australia,6256,Australia,Australia,11/1/1957,-34.0064795,116.1539838
21523,Male,Jayden Rennie,Swanhaven,NSW,New South Wales,2540,Australia,Australia,12/6/1969,-35.1798245,150.5732367
21575,Male,Zac Chumleigh,Craigie,WA,Western Australia,6025,Australia,Australia,12/29/1991,-31.7815603,115.7710675
21654,Female,Amber Monger,Parliament House,SA,South Australia,5000,Australia,Australia,2/3/1950,-35.3075604,149.1246038
21870,Female,Summer Gramp,Beltana,SA,South Australia,5730,Australia,Australia,11/23/1991,-30.8313105,138.4112413
22384,Male,Jaxon Cox,Pearce,ACT,Australian Capital Territory,2607,Australia,Australia,1/24/1951,-35.36217,149.0835894
22540,Male,Connor Ruwolt,Bandya,WA,Western Australia,6440,Australia,Australia,6/12/1989,-27.9263242,122.2228782
22826,Male,Edward Putilin,Ashfield,QLD,Queensland,4670,Australia,Australia,9/25/1976,-33.8894781,151.1274125
23128,Male,Zane Sinclaire,Summerlands,VIC,Victoria,3922,Australia,Australia,1/2/2000,-38.507399,145.1452071
23203,Female,Gemma Philipp,Madora Bay,WA,Western Australia,6210,Australia,Australia,8/11/1998,-32.4685295,115.748503
23267,Female,Gabrielle Zinnbauer,Flinders View,QLD,Queensland,4305,Australia,Australia,4/18/1954,-27.6516505,152.7810788
23320,Female,Samantha Weigel,Wittenoom,WA,Western Australia,6751,Australia,Australia,4/15/1960,-22.2307455,118.3344737
23431,Female,Grace Scarf,Sheep Hills,VIC,Victoria,3392,Australia,Australia,10/27/1970,-36.346104,142.5515836
23599,Female,Maddison Blanc,Forresters Beach,NSW,New South Wales,2260,Australia,Australia,10/12/1989,-33.4066667,151.4761111
23854,Male,Ali Wroblewski,Murrawombie,NSW,New South Wales,2825,Australia,Australia,1/2/1943,-31.1741667,147.2322222
24069,Male,Edward Carron,Ulmarra,NSW,New South Wales,2462,Australia,Australia,5/20/1985,-29.6305492,153.029004
24230,Female,Zoe Dadswell,Davoren Park South,SA,South Australia,5113,Australia,Australia,10/26/1979,-34.6910694,138.6683869
24575,Female,Stella O'Mahony,Placid Hills,QLD,Queensland,4343,Australia,Australia,6/7/2000,-27.5616245,152.2299817
24920,Female,Natalie Robey,Corny Point,SA,South Australia,5575,Australia,Australia,4/17/1938,-34.9263278,137.0847615
25308,Female,Angelina Kates,West Wiangaree,NSW,New South Wales,2474,Australia,Australia,3/12/1987,-28.5457,152.9537
25771,Female,Mikayla Shenton,Boolcarroll,NSW,New South Wales,2388,Australia,Australia,7/26/1959,-30.0483333,149.4344444
25935,Male,Charlie D'Arcy,Burnt Yards,NSW,New South Wales,2792,Australia,Australia,1/13/1975,-33.565,149.0177778
26477,Male,Caleb Willshire,Morisset,NSW,New South Wales,2264,Australia,Australia,11/5/1959,-33.1090883,151.4879121
26642,Male,Noah Moloney,Elizabeth Beach,NSW,New South Wales,2428,Australia,Australia,9/30/1978,-32.3326392,152.5313487
26728,Female,Gemma Allan,Marrickville South,NSW,New South Wales,2204,Australia,Australia,1/18/1979,-33.9104,151.1560775
26906,Male,Xavier McPhee,Clemton Park,NSW,New South Wales,2206,Australia,Australia,6/16/1974,-33.9258322,151.1029075
26914,Female,Amelia England,Mount Cottrell,VIC,Victoria,3024,Australia,Australia,10/10/1940,-37.7858441,144.6243883
26970,Female,Rose Frater,Bendigo South,VIC,Victoria,3550,Australia,Australia,11/12/1990,-36.7771068,144.2972622
27125,Female,Ashley Hornung,Arno Bay,SA,South Australia,5603,Australia,Australia,3/16/1976,-33.9150948,136.5747112
27210,Male,Liam Osborn,Mootai,NSW,New South Wales,2325,Australia,Australia,7/2/1973,-32.9483333,151.2677778
27356,Male,Hamish D'Hage,Turramurra,NSW,New South Wales,2074,Australia,Australia,10/2/1969,-33.7328828,151.128541
27492,Female,Bianca Coombe,Yambuk,VIC,Victoria,3285,Australia,Australia,11/4/1987,-38.3226485,142.0794481
27896,Male,Zachary McLeish,Jacup,WA,Western Australia,6337,Australia,Australia,10/17/1973,-33.8035675,119.162981
27945,Male,Charlie Stralia,Sofala,NSW,New South Wales,2795,Australia,Australia,5/20/1974,-19.0771666,34.7164804
28690,Male,Leo Walcott,Millchester,QLD,Queensland,4820,Australia,Australia,9/12/1987,-20.092656,146.2794872
28702,Female,Charli Lhotsky,Drewvale,QLD,Queensland,4116,Australia,Australia,6/30/1966,-27.648265,153.0551045
29041,Male,Logan Barling,Lindenow,VIC,Victoria,3865,Australia,Australia,11/14/1937,-37.79662,147.4675424
29303,Male,Max Cohn,Kirton Point,SA,South Australia,5606,Australia,Australia,5/1/1983,-34.7274684,135.8765284
29320,Male,Levi Barraclough,Blackbutt,NSW,New South Wales,2529,Australia,Australia,10/14/1938,-26.8830175,152.1011195
29475,Female,Madison Pocock,Tuross,NSW,New South Wales,2630,Australia,Australia,7/3/1965,-36.2925693,149.5022756
29555,Male,Owen Edouard,Glen Martin,NSW,New South Wales,2321,Australia,Australia,7/3/1992,-32.5316695,151.8177711
29593,Male,Liam Nettleton,Bakara,SA,South Australia,5354,Australia,Australia,8/18/1995,-34.6551252,139.7825386
29689,Female,Alexis Phillipps,Burwood Heights,NSW,New South Wales,2136,Australia,Australia,8/28/1966,-33.8894444,151.1038889
29812,Male,Marcus Napier,St Kilda Road Central,VIC,Victoria,3004,Australia,Australia,11/19/1966,-37.8508465,144.9803185
29837,Female,Rebecca Jaques,Mount George,NSW,New South Wales,2424,Australia,Australia,8/14/1938,-34.9921404,138.7644803
29973,Female,Lauren Langton,Duckinwilla,QLD,Queensland,4650,Australia,Australia,9/24/1937,-25.4038725,152.5221928
30278,Female,Madeleine Kiddle,Jacana,VIC,Victoria,3047,Australia,Australia,9/12/1945,-37.6951482,144.9158281
31086,Female,Kate Snowden,Wittenoom,WA,Western Australia,6751,Australia,Australia,1/30/1985,-22.2307455,118.3344737
31288,Male,Adam Banning,Clay Wells,SA,South Australia,5280,Australia,Australia,8/28/1988,-37.3159445,140.1546593
31721,Female,Alyssa Isaacs,Gulfview Heights,SA,South Australia,5096,Australia,Australia,1/19/1961,-34.7955526,138.6693829
31784,Male,Zac Scherk,Wamban,NSW,New South Wales,2537,Australia,Australia,1/2/1968,-35.9757,149.9937
32037,Male,Aaron Knopwood,Lake Mokoan,VIC,Victoria,3673,Australia,Australia,2/14/1989,-36.4243903,146.0762626
32259,Female,Ashley Dane?,Sevenhill,SA,South Australia,5453,Australia,Australia,11/21/1975,-33.8906823,138.6288501
32538,Female,Eva Hazon,Boomoodeerie,NSW,New South Wales,2469,Australia,Australia,7/20/1986,-28.8983333,153.0177778
32939,Female,Alica Sizer,Wongulla,SA,South Australia,5238,Australia,Australia,6/9/1951,-34.706834,139.5641328
33205,Male,Andrew Hollway,Crystal Brook,QLD,Queensland,4800,Australia,Australia,1/10/1943,-33.3518409,138.2067781
34081,Female,Imogen Permewan,Fyans Creek,VIC,Victoria,3381,Australia,Australia,5/8/1939,-37.092269,142.5738155
34126,Female,Victoria Tasman,Meningie East,SA,South Australia,5264,Australia,Australia,9/7/1967,-35.6177619,139.5634626
34143,Male,John Gowlland,Warranwood,VIC,Victoria,3134,Australia,Australia,4/7/1991,-37.7730016,145.2505908
34451,Male,Harry Edwin,Gladstone,NSW,New South Wales,2440,Australia,Australia,11/1/1972,-23.8431724,151.256132
34462,Male,Tyson Tishler,Talaroo,QLD,Queensland,4871,Australia,Australia,7/9/1938,-18.072604,143.8912401
34850,Female,Caitlin O'Loghlin,Blue Vale,NSW,New South Wales,2380,Australia,Australia,11/30/1960,-30.8233333,150.1927778
34915,Female,Kate Byles,Mount Crystal,NSW,New South Wales,2665,Australia,Australia,1/28/1969,-34.515,146.6844444
35479,Male,Jeremy Petre,Cossack,WA,Western Australia,6720,Australia,Australia,6/8/1978,-20.6830185,117.2251868
35703,Male,Rory Cotton,Lugarno,NSW,New South Wales,2210,Australia,Australia,12/14/1961,-33.9823958,151.0450193
35733,Female,Charlotte Shaw,Waroona,WA,Western Australia,6215,Australia,Australia,5/14/1955,-32.8492605,115.9082511
35795,Male,Riley Clegg,Moyarra,VIC,Victoria,3951,Australia,Australia,8/7/1995,-38.4844465,145.724153
36112,Female,Emma Gepp,Annuello,VIC,Victoria,3549,Australia,Australia,2/12/1937,-34.855289,142.800873
36336,Female,Anna Burston,Djarawong,QLD,Queensland,4854,Australia,Australia,9/21/1990,-17.861739,145.9782006
36418,Female,Jorja Whitlam,Mount David,NSW,New South Wales,2795,Australia,Australia,2/18/1946,-33.815,149.6011111
36816,Male,Luke Lazenby,Longwarry North,VIC,Victoria,3816,Australia,Australia,5/18/1971,-38.078025,145.7731177
37070,Female,Alyssa Hooker,Wanganui,NSW,New South Wales,2482,Australia,Australia,7/18/1981,-39.9324904,175.0519306
37251,Male,Leo Scerri,Gherang,VIC,Victoria,3240,Australia,Australia,6/17/1951,-38.30736,144.1072089
37408,Male,Jaxon Rebell,Torrens,ACT,Australian Capital Territory,2607,Australia,Australia,10/11/1975,-35.37195,149.0878797
37585,Female,Lauren Fink,Yelta,SA,South Australia,5558,Australia,Australia,4/17/1944,-34.1236773,141.9893911
37802,Male,Luke Byron,South Dudley,VIC,Victoria,3995,Australia,Australia,7/9/1990,-38.5922037,145.5751597
37991,Male,Cooper Gillison,Carwell,NSW,New South Wales,2849,Australia,Australia,1/6/1937,-32.8316667,149.9011111
38006,Male,Lachlan Postle,Dyraaba,NSW,New South Wales,2470,Australia,Australia,10/29/1955,-28.7677778,152.855
38036,Female,Kiara Schaw,Upper Yarraman,QLD,Queensland,4614,Australia,Australia,7/26/1960,-26.8994155,151.8883388
38183,Male,Hunter Montagu,New Italy,NSW,New South Wales,2472,Australia,Australia,7/30/1944,-29.1318,153.2679
38195,Female,Sara Roe,Paynedale,WA,Western Australia,6239,Australia,Australia,11/22/1972,-33.6039465,115.7654952
38212,Female,Stella Cain,Wooroonook,VIC,Victoria,3525,Australia,Australia,1/28/1985,-36.266172,143.2136167
38558,Female,Audrey Bold,Bostobrick,NSW,New South Wales,2453,Australia,Australia,5/19/1946,-30.276033,152.628981
38865,Male,Christopher Edmund,Windorah,QLD,Queensland,4481,Australia,Australia,8/17/1948,-25.421037,142.6551049
38950,Female,Hannah Edmond,Arthur River,TAS,Tasmania,7330,Australia,Australia,12/8/1954,-44.7332211,167.812172
39183,Male,Julian Gutteridge,Kurmond,NSW,New South Wales,2757,Australia,Australia,4/25/1973,-33.5483333,150.701111
39268,Female,Madeleine Marx,Kallangur,QLD,Queensland,4503,Australia,Australia,7/24/1975,-27.2508529,152.9927887
39314,Male,Leo Ligar,Light Pass,SA,South Australia,5355,Australia,Australia,4/20/1985,-34.471036,139.0298806
39498,Female,Amy Curtain,Swanbrook,NSW,New South Wales,2360,Australia,Australia,8/13/1996,-29.7107,151.2365
39582,Male,Mason Therry,Risdon,TAS,Tasmania,7017,Australia,Australia,3/15/1974,-42.8238016,147.3196055
39592,Female,Alicia Muntz,South Springfield,TAS,Tasmania,7260,Australia,Australia,4/20/1965,-41.24782,147.50048
39894,Female,Samantha Begg,Junee,NSW,New South Wales,2663,Australia,Australia,2/26/1941,-34.8150257,147.672675
39927,Male,Bailey Barnet,Sorell,TAS,Tasmania,7172,Australia,Australia,5/15/1984,-42.7885865,147.6670832
39996,Male,Harry Dawes,Bendoura,NSW,New South Wales,2622,Australia,Australia,5/9/2001,-35.5316667,149.6677778
40221,Male,Jonathan Hammond,Para Hills West,SA,South Australia,5096,Australia,Australia,11/1/2001,-34.8034564,138.6443173
40327,Female,Madeleine Laing,Pialligo,ACT,Australian Capital Territory,2609,Australia,Australia,8/23/1940,-35.3114785,149.1831218
40363,Female,Alyssa Henslowe,Double Bay,NSW,New South Wales,2028,Australia,Australia,7/8/1984,-33.8766373,151.24245
40443,Female,Amber Normanby,Carss Park,NSW,New South Wales,2221,Australia,Australia,4/13/1938,-33.9869843,151.1169446
40649,Male,Kai De Vis,Kangiara,NSW,New South Wales,2582,Australia,Australia,11/29/1972,-34.5985,148.7512
40669,Male,Cody Wheare,Martins Creek,NSW,New South Wales,2420,Australia,Australia,9/22/1968,-32.5587154,151.6185048
40741,Male,Leo Bussau,Harlaxton,QLD,Queensland,4350,Australia,Australia,6/13/1937,-27.5306078,151.9558602
41281,Male,Lincoln D'Albertis,Fitzgeralds Mount,NSW,New South Wales,2799,Australia,Australia,10/27/1945,-33.4733333,149.3761111
41674,Male,Jonathan Hodges,North Lake Grace,WA,Western Australia,6353,Australia,Australia,3/4/1938,-33.015529,118.4630197
41707,Male,Joseph Wheeler,Yallah,NSW,New South Wales,2530,Australia,Australia,4/19/1957,-34.5418228,150.784154
42134,Male,Benjamin Ethel,East Yuna,WA,Western Australia,6532,Australia,Australia,9/22/1942,-28.3926745,115.2296397
42177,Male,Brock James,Elleker,WA,Western Australia,6330,Australia,Australia,7/19/1960,-35.0109543,117.7291402
42364,Female,Layla Silas,Marlo Merrican,NSW,New South Wales,2446,Australia,Australia,9/27/1952,-31.1902,152.6846
42474,Male,Alexander Leane,Nubba,NSW,New South Wales,2587,Australia,Australia,5/23/2000,-34.5329,148.2352
42603,Female,Amy Sawyer,Cushnie,QLD,Queensland,4608,Australia,Australia,10/9/2000,-26.351462,151.7457686
42840,Female,Savannah Lansell,Xantippe,WA,Western Australia,6609,Australia,Australia,5/23/1936,-30.2357645,117.0139529
43784,Male,Jeremy Iliffe,Snowtown,SA,South Australia,5520,Australia,Australia,3/19/1951,-33.7829422,138.2147186
43798,Female,Rachel Welch,Amamoor,QLD,Queensland,4570,Australia,Australia,1/11/1966,-26.3453044,152.6746864
44195,Male,Brayden Topp,Lower Mangrove,NSW,New South Wales,2250,Australia,Australia,1/9/1984,-33.415,151.1594444
44207,Female,Stella Sternberg,Keswick Terminal,SA,South Australia,5035,Australia,Australia,3/16/1984,-34.9362351,138.5796735
44301,Female,Annabelle Feetham,Dunnrock,QLD,Queensland,4740,Australia,Australia,10/4/1947,-21.267981,149.1842979
44493,Female,Jorja Colechin,Jackeys Marsh,TAS,Tasmania,7304,Australia,Australia,4/28/1963,-41.68414,146.67624
44728,Female,Abbey Remington,Diggora,VIC,Victoria,3561,Australia,Australia,3/14/1953,-36.3614605,144.5308853
44906,Male,Tyson Backhouse,Mount Gambier,SA,South Australia,5291,Australia,Australia,10/6/1994,-37.8301386,140.7842627
45169,Female,Victoria Ness,Glenroy,QLD,Queensland,4702,Australia,Australia,4/4/1990,-37.7044232,144.9173351
45172,Female,Audrey Crooke,Scopus,TAS,Tasmania,7330,Australia,Australia,5/25/1986,-40.8055433,145.0272686
45522,Male,Alexander Fenston,Timbillica,NSW,New South Wales,2551,Australia,Australia,4/9/1985,-37.2752228,149.7803801
45781,Male,Bailey Coxen,Pontville,TAS,Tasmania,7030,Australia,Australia,2/27/1946,-42.6842229,147.2661646
